0,1,2,3,4,5,6,7
85.0,65.0,36.0,47.0,31.0,0.0,12.0,10.0
125.0,84.0,70.0,69.0,1.0,0.0,5.0,5.0
120.0,69.0,40.0,39.0,41.0,0.0,13.0,6.0
94.0,58.0,44.0,57.0,57.0,0.0,10.0,3.0
130.0,65.0,49.0,80.0,22.0,4.0,7.0,5.0
110.0,74.0,51.0,74.0,2.0,0.0,29.0,4.0
150.0,34.0,33.0,63.0,16.0,0.0,7.0,4.0
107.0,74.0,88.0,65.0,28.0,0.0,46.0,3.0
140.0,70.0,85.0,41.0,71.0,0.0,45.0,5.0
119.0,74.0,78.0,37.0,84.0,0.0,6.0,3.0
93.0,35.0,38.0,23.0,91.0,0.0,29.0,3.0
133.0,46.0,53.0,63.0,5.0,0.0,30.0,18.0
202.0,24.0,76.0,60.0,77.0,0.0,12.0,4.0
134.0,45.0,72.0,24.0,91.0,0.0,18.0,4.0
105.0,72.0,33.0,51.0,48.0,0.0,9.0,3.0
160.0,51.0,69.0,81.0,0.0,0.0,21.0,5.0
148.0,50.0,96.0,82.0,47.0,0.0,34.0,4.0
151.0,65.0,70.0,47.0,87.0,0.0,9.0,4.0
162.0,67.0,88.0,54.0,51.0,0.0,9.0,4.0
92.0,53.0,84.0,77.0,40.0,0.0,32.0,3.0
152.0,65.0,35.0,65.0,44.0,18.0,21.0,7.0
65.0,71.0,55.0,26.0,85.0,0.0,13.0,8.0
147.0,33.0,39.0,61.0,32.0,0.0,77.0,3.0
150.0,73.0,71.0,69.0,53.0,0.0,32.0,9.0
140.0,67.0,81.0,36.0,64.0,0.0,15.0,3.0
139.0,36.0,22.0,15.0,84.0,0.0,11.0,4.0
95.0,75.0,74.0,58.0,36.0,0.0,9.0,3.0
115.0,60.0,23.0,57.0,0.0,2.0,27.0,3.0
125.0,62.0,59.0,43.0,84.0,3.0,11.0,5.0
76.0,60.0,19.0,20.0,78.0,0.0,11.0,5.0
101.0,72.0,91.0,87.0,14.0,0.0,13.0,3.0
143.0,60.0,86.0,32.0,88.0,0.0,34.0,6.0
119.0,51.0,51.0,66.0,67.0,0.0,9.0,23.0
78.0,67.0,22.0,59.0,76.0,1.0,15.0,16.0
96.0,23.0,19.0,25.0,91.0,0.0,40.0,3.0
180.0,51.0,87.0,58.0,36.0,0.0,18.0,4.0
126.0,34.0,35.0,76.0,39.0,0.0,8.0,5.0
150.0,43.0,42.0,44.0,57.0,0.0,15.0,6.0
90.0,53.0,47.0,74.0,9.0,0.0,34.0,4.0
160.0,72.0,78.0,68.0,28.0,0.0,11.0,12.0
114.0,59.0,60.0,94.0,24.0,0.0,10.0,4.0
113.0,73.0,72.0,32.0,77.0,0.0,15.0,5.0
147.0,67.0,69.0,72.0,17.0,0.0,19.0,3.0
100.0,70.0,92.0,59.0,3.0,0.0,10.0,3.0
155.0,49.0,42.0,77.0,3.0,0.0,12.0,9.0
107.0,54.0,41.0,39.0,51.0,0.0,11.0,16.0
112.0,80.0,15.0,54.0,9.0,0.0,38.0,5.0
107.0,69.0,96.0,36.0,81.0,0.0,8.0,4.0
81.0,47.0,33.0,68.0,24.0,0.0,22.0,38.0
150.0,79.0,77.0,46.0,5.0,0.0,11.0,7.0
110.0,66.0,19.0,32.0,69.0,0.0,12.0,4.0
108.0,64.0,4.0,40.0,6.0,0.0,10.0,6.0
130.0,89.0,48.0,74.0,30.0,0.0,7.0,36.0
164.0,70.0,39.0,56.0,6.0,0.0,9.0,7.0
114.0,80.0,42.0,68.0,2.0,0.0,66.0,4.0
93.0,63.0,93.0,88.0,1.0,0.0,12.0,4.0
90.0,87.0,51.0,69.0,36.0,0.0,9.0,8.0
128.0,45.0,35.0,68.0,78.0,0.0,39.0,8.0
97.0,83.0,47.0,80.0,2.0,0.0,24.0,9.0
152.0,69.0,94.0,71.0,79.0,0.0,7.0,8.0
175.0,51.0,94.0,34.0,73.0,0.0,10.0,5.0
116.0,61.0,48.0,55.0,67.0,0.0,16.0,8.0
80.0,33.0,51.0,59.0,76.0,0.0,44.0,6.0
93.0,63.0,34.0,86.0,26.0,0.0,21.0,39.0
122.0,70.0,42.0,54.0,30.0,0.0,37.0,5.0
122.0,70.0,91.0,79.0,3.0,0.0,7.0,10.0
135.0,70.0,60.0,58.0,4.0,0.0,16.0,3.0
109.0,60.0,45.0,47.0,62.0,0.0,31.0,5.0
93.0,65.0,82.0,74.0,27.0,0.0,32.0,5.0
125.0,85.0,64.0,81.0,2.0,5.0,7.0,9.0
206.0,58.0,83.0,45.0,36.0,0.0,11.0,8.0
130.0,76.0,44.0,77.0,1.0,0.0,13.0,3.0
121.0,80.0,62.0,51.0,2.0,0.0,9.0,8.0
123.0,74.0,35.0,73.0,0.0,0.0,21.0,5.0
122.0,67.0,50.0,67.0,15.0,0.0,30.0,4.0
143.0,53.0,50.0,79.0,0.0,0.0,8.0,3.0
121.0,75.0,53.0,74.0,2.0,0.0,11.0,5.0
166.0,56.0,68.0,66.0,28.0,0.0,11.0,18.0
135.0,41.0,27.0,64.0,36.0,0.0,60.0,3.0
87.0,49.0,49.0,59.0,44.0,0.0,35.0,21.0
111.0,77.0,74.0,66.0,30.0,0.0,13.0,3.0
110.0,75.0,85.0,84.0,10.0,0.0,31.0,19.0
130.0,66.0,19.0,61.0,30.0,0.0,9.0,7.0
179.0,61.0,76.0,51.0,30.0,0.0,38.0,15.0
93.0,74.0,53.0,73.0,61.0,0.0,13.0,4.0
78.0,27.0,10.0,49.0,62.0,0.0,49.0,5.0
180.0,65.0,37.0,58.0,2.0,0.0,4.0,31.0
86.0,28.0,13.0,41.0,50.0,0.0,19.0,3.0
88.0,74.0,55.0,85.0,1.0,0.0,5.0,22.0
97.0,68.0,72.0,78.0,4.0,0.0,7.0,5.0
134.0,71.0,59.0,80.0,13.0,0.0,36.0,5.0
116.0,75.0,36.0,76.0,12.0,0.0,10.0,10.0
170.0,64.0,14.0,70.0,9.0,0.0,9.0,8.0
140.0,83.0,40.0,55.0,16.0,0.0,14.0,23.0
118.0,75.0,46.0,76.0,3.0,0.0,9.0,4.0
65.0,31.0,31.0,24.0,76.0,0.0,14.0,4.0
120.0,56.0,16.0,67.0,0.0,0.0,11.0,4.0
176.0,29.0,12.0,33.0,68.0,0.0,12.0,5.0
180.0,59.0,69.0,61.0,84.0,0.0,46.0,36.0
144.0,59.0,21.0,43.0,76.0,0.0,10.0,7.0
133.0,82.0,52.0,61.0,38.0,0.0,14.0,27.0
93.0,63.0,21.0,52.0,28.0,0.0,9.0,3.0
122.0,77.0,25.0,62.0,34.0,0.0,23.0,3.0
88.0,53.0,55.0,73.0,9.0,0.0,3.0,5.0
170.0,70.0,61.0,44.0,40.0,0.0,37.0,4.0
94.0,46.0,55.0,50.0,71.0,0.0,10.0,11.0
170.0,65.0,46.0,47.0,12.0,0.0,13.0,16.0
90.0,79.0,79.0,70.0,57.0,0.0,66.0,8.0
78.0,40.0,7.0,29.0,62.0,0.0,9.0,3.0
94.0,57.0,36.0,58.0,5.0,0.0,15.0,3.0
73.0,83.0,11.0,41.0,0.0,0.0,36.0,14.0
176.0,73.0,79.0,86.0,42.0,0.0,7.0,18.0
128.0,81.0,57.0,63.0,40.0,1.0,10.0,4.0
120.0,58.0,44.0,60.0,44.0,9.0,5.0,6.0
82.0,63.0,85.0,62.0,6.0,0.0,35.0,4.0
95.0,77.0,40.0,47.0,2.0,0.0,9.0,3.0
118.0,44.0,52.0,94.0,11.0,0.0,4.0,29.0
123.0,75.0,93.0,86.0,8.0,0.0,14.0,3.0
90.0,63.0,49.0,68.0,38.0,0.0,42.0,18.0
110.0,73.0,14.0,57.0,40.0,0.0,11.0,5.0
96.0,66.0,76.0,82.0,47.0,0.0,10.0,32.0
88.0,56.0,58.0,55.0,35.0,0.0,23.0,11.0
98.0,73.0,60.0,85.0,17.0,0.0,24.0,5.0
110.0,72.0,67.0,68.0,0.0,0.0,14.0,4.0
80.0,70.0,57.0,49.0,19.0,0.0,12.0,8.0
110.0,86.0,31.0,53.0,43.0,0.0,11.0,6.0
110.0,79.0,70.0,36.0,0.0,0.0,6.0,11.0
78.0,77.0,49.0,42.0,1.0,1.0,13.0,19.0
129.0,83.0,44.0,62.0,2.0,0.0,8.0,6.0
181.0,44.0,22.0,60.0,61.0,0.0,42.0,9.0
114.0,75.0,74.0,77.0,1.0,0.0,9.0,10.0
144.0,74.0,39.0,65.0,5.0,1.0,11.0,35.0
101.0,66.0,18.0,68.0,9.0,0.0,12.0,4.0
84.0,67.0,78.0,63.0,29.0,0.0,12.0,5.0
154.0,66.0,63.0,69.0,21.0,0.0,11.0,7.0
148.0,59.0,72.0,62.0,18.0,0.0,9.0,3.0
146.0,85.0,22.0,37.0,13.0,0.0,7.0,30.0
120.0,77.0,51.0,79.0,20.0,0.0,26.0,6.0
110.0,53.0,75.0,69.0,7.0,0.0,17.0,3.0
136.0,77.0,82.0,30.0,95.0,0.0,13.0,5.0
141.0,59.0,56.0,63.0,12.0,0.0,6.0,36.0
108.0,46.0,23.0,48.0,75.0,30.0,14.0,4.0
94.0,42.0,47.0,36.0,76.0,0.0,9.0,5.0
180.0,35.0,41.0,94.0,0.0,63.0,5.0,5.0
122.0,77.0,51.0,79.0,5.0,0.0,16.0,5.0
85.0,59.0,33.0,52.0,7.0,15.0,12.0,3.0
148.0,68.0,29.0,73.0,0.0,0.0,7.0,7.0
120.0,83.0,59.0,73.0,6.0,0.0,5.0,11.0
91.0,70.0,76.0,72.0,22.0,0.0,27.0,4.0
120.0,72.0,54.0,71.0,26.0,0.0,10.0,4.0
106.0,86.0,86.0,79.0,11.0,0.0,8.0,9.0
110.0,63.0,31.0,35.0,93.0,0.0,29.0,3.0
169.0,39.0,36.0,45.0,81.0,0.0,8.0,13.0
118.0,80.0,21.0,55.0,1.0,0.0,26.0,17.0
92.0,91.0,79.0,66.0,32.0,0.0,9.0,16.0
112.0,45.0,19.0,60.0,63.0,0.0,9.0,6.0
140.0,79.0,56.0,91.0,26.0,0.0,13.0,21.0
105.0,73.0,52.0,76.0,13.0,0.0,5.0,3.0
178.0,76.0,63.0,77.0,14.0,0.0,15.0,22.0
108.0,96.0,71.0,42.0,57.0,0.0,8.0,9.0
173.0,40.0,19.0,29.0,86.0,0.0,34.0,4.0
101.0,67.0,40.0,90.0,3.0,0.0,34.0,6.0
120.0,80.0,24.0,62.0,41.0,2.0,11.0,23.0
144.0,73.0,66.0,80.0,44.0,0.0,9.0,12.0
133.0,75.0,96.0,61.0,0.0,0.0,18.0,4.0
158.0,46.0,62.0,83.0,53.0,0.0,97.0,28.0
120.0,81.0,92.0,90.0,9.0,0.0,8.0,7.0
129.0,61.0,59.0,46.0,56.0,0.0,13.0,5.0
102.0,74.0,45.0,89.0,5.0,0.0,26.0,13.0
124.0,79.0,79.0,84.0,2.0,0.0,5.0,5.0
90.0,73.0,31.0,45.0,85.0,24.0,11.0,3.0
161.0,78.0,65.0,52.0,46.0,0.0,12.0,31.0
120.0,60.0,11.0,33.0,90.0,0.0,8.0,5.0
81.0,45.0,12.0,57.0,7.0,0.0,23.0,3.0
150.0,78.0,47.0,70.0,18.0,0.0,15.0,9.0
105.0,76.0,58.0,84.0,10.0,0.0,13.0,10.0
79.0,63.0,76.0,67.0,38.0,0.0,6.0,4.0
146.0,52.0,7.0,61.0,51.0,0.0,11.0,3.0
124.0,64.0,8.0,37.0,79.0,0.0,9.0,5.0
126.0,53.0,66.0,85.0,2.0,0.0,24.0,4.0
136.0,80.0,33.0,60.0,0.0,0.0,32.0,14.0
102.0,77.0,26.0,63.0,58.0,0.0,11.0,5.0
77.0,73.0,54.0,74.0,23.0,0.0,41.0,23.0
98.0,82.0,54.0,59.0,69.0,0.0,18.0,10.0
84.0,44.0,22.0,48.0,38.0,0.0,33.0,24.0
102.0,89.0,77.0,82.0,3.0,0.0,17.0,11.0
120.0,42.0,33.0,26.0,92.0,0.0,13.0,3.0
117.0,52.0,73.0,91.0,0.0,0.0,11.0,7.0
72.0,45.0,27.0,33.0,82.0,0.0,14.0,4.0
168.0,67.0,29.0,47.0,5.0,0.0,22.0,26.0
94.0,52.0,68.0,69.0,13.0,0.0,33.0,8.0
145.0,41.0,65.0,88.0,0.0,0.0,26.0,5.0
134.0,71.0,14.0,61.0,1.0,0.0,23.0,33.0
148.0,35.0,24.0,93.0,0.0,0.0,10.0,8.0
127.0,60.0,40.0,89.0,9.0,0.0,60.0,6.0
172.0,74.0,79.0,66.0,11.0,0.0,8.0,16.0
90.0,75.0,19.0,46.0,21.0,4.0,34.0,8.0
96.0,57.0,30.0,40.0,38.0,0.0,26.0,3.0
138.0,74.0,65.0,67.0,46.0,0.0,36.0,4.0
120.0,72.0,67.0,72.0,0.0,0.0,13.0,4.0
125.0,70.0,65.0,74.0,1.0,0.0,34.0,4.0
123.0,82.0,80.0,86.0,1.0,0.0,30.0,13.0
81.0,79.0,44.0,54.0,41.0,0.0,13.0,24.0
171.0,55.0,10.0,85.0,7.0,0.0,8.0,20.0
91.0,77.0,60.0,32.0,84.0,0.0,8.0,5.0
84.0,56.0,61.0,76.0,10.0,0.0,14.0,11.0
115.0,90.0,74.0,54.0,16.0,0.0,13.0,28.0
125.0,69.0,70.0,89.0,4.0,0.0,49.0,3.0
122.0,80.0,62.0,69.0,28.0,0.0,13.0,7.0
92.0,85.0,92.0,54.0,16.0,0.0,29.0,7.0
90.0,63.0,75.0,75.0,17.0,0.0,11.0,8.0
94.0,84.0,90.0,70.0,9.0,0.0,14.0,8.0
93.0,81.0,53.0,78.0,18.0,0.0,6.0,24.0
130.0,51.0,50.0,76.0,30.0,0.0,10.0,7.0
180.0,35.0,23.0,61.0,23.0,0.0,19.0,6.0
134.0,53.0,31.0,31.0,92.0,0.0,28.0,3.0
95.0,92.0,31.0,89.0,3.0,0.0,8.0,25.0
184.0,69.0,91.0,63.0,11.0,0.0,9.0,31.0
147.0,47.0,50.0,80.0,10.0,0.0,32.0,38.0
123.0,52.0,44.0,60.0,40.0,0.0,26.0,3.0
123.0,91.0,49.0,61.0,3.0,0.0,17.0,22.0
90.0,90.0,79.0,71.0,26.0,0.0,7.0,37.0
160.0,61.0,65.0,64.0,1.0,0.0,12.0,4.0
115.0,60.0,37.0,71.0,8.0,0.0,48.0,4.0
141.0,37.0,17.0,67.0,2.0,0.0,34.0,9.0
160.0,31.0,30.0,88.0,7.0,0.0,8.0,8.0
145.0,57.0,23.0,66.0,4.0,6.0,15.0,4.0
89.0,46.0,43.0,43.0,23.0,8.0,8.0,22.0
95.0,84.0,49.0,72.0,8.0,0.0,15.0,8.0
160.0,60.0,47.0,62.0,3.0,0.0,38.0,4.0
174.0,67.0,74.0,75.0,44.0,0.0,7.0,30.0
92.0,77.0,76.0,84.0,3.0,0.0,38.0,4.0
134.0,93.0,61.0,74.0,9.0,0.0,17.0,8.0
172.0,31.0,4.0,86.0,1.0,0.0,28.0,17.0
80.0,76.0,92.0,62.0,6.0,0.0,8.0,13.0
150.0,91.0,42.0,60.0,0.0,0.0,9.0,12.0
80.0,78.0,53.0,74.0,4.0,0.0,45.0,21.0
166.0,81.0,83.0,75.0,14.0,0.0,29.0,34.0
120.0,67.0,8.0,54.0,27.0,0.0,8.0,4.0
92.0,86.0,89.0,79.0,17.0,0.0,11.0,6.0
85.0,74.0,61.0,52.0,30.0,0.0,26.0,9.0
154.0,79.0,86.0,52.0,66.0,0.0,9.0,7.0
92.0,73.0,37.0,74.0,28.0,0.0,14.0,6.0
140.0,89.0,75.0,70.0,6.0,0.0,13.0,5.0
89.0,65.0,60.0,60.0,11.0,0.0,10.0,40.0
135.0,89.0,89.0,86.0,16.0,0.0,8.0,5.0
140.0,51.0,66.0,53.0,60.0,0.0,11.0,18.0
82.0,47.0,44.0,76.0,8.0,91.0,9.0,3.0
79.0,78.0,58.0,45.0,47.0,0.0,18.0,3.0
88.0,31.0,31.0,63.0,47.0,27.0,21.0,12.0
139.0,44.0,18.0,38.0,70.0,0.0,12.0,4.0
124.0,73.0,68.0,83.0,55.0,0.0,90.0,7.0
80.0,39.0,45.0,55.0,73.0,0.0,9.0,21.0
120.0,84.0,54.0,51.0,47.0,0.0,12.0,40.0
80.0,56.0,19.0,46.0,92.0,72.0,11.0,3.0
117.0,92.0,62.0,86.0,11.0,0.0,24.0,24.0
117.0,76.0,77.0,52.0,4.0,0.0,8.0,3.0
140.0,62.0,46.0,73.0,10.0,0.0,67.0,11.0
99.0,68.0,57.0,77.0,2.0,0.0,10.0,5.0
93.0,74.0,59.0,87.0,3.0,0.0,8.0,5.0
106.0,44.0,8.0,20.0,74.0,42.0,11.0,3.0
124.0,81.0,68.0,63.0,17.0,0.0,10.0,22.0
95.0,76.0,96.0,70.0,18.0,0.0,33.0,4.0
96.0,87.0,82.0,53.0,10.0,0.0,5.0,8.0
92.0,81.0,40.0,73.0,15.0,0.0,9.0,8.0
124.0,95.0,36.0,37.0,35.0,0.0,10.0,28.0
72.0,64.0,76.0,44.0,70.0,9.0,12.0,4.0
71.0,28.0,26.0,20.0,19.0,0.0,30.0,3.0
135.0,78.0,55.0,57.0,4.0,0.0,10.0,8.0
95.0,81.0,56.0,70.0,4.0,0.0,5.0,24.0
71.0,59.0,70.0,74.0,56.0,0.0,11.0,40.0
180.0,80.0,71.0,68.0,6.0,0.0,10.0,37.0
150.0,65.0,11.0,58.0,0.0,0.0,12.0,9.0
189.0,55.0,86.0,44.0,40.0,0.0,7.0,4.0
85.0,72.0,55.0,64.0,49.0,0.0,7.0,4.0
140.0,59.0,73.0,45.0,44.0,0.0,34.0,3.0
81.0,77.0,68.0,70.0,6.0,0.0,17.0,20.0
104.0,80.0,24.0,65.0,2.0,0.0,9.0,4.0
129.0,42.0,33.0,44.0,62.0,0.0,8.0,6.0
94.0,76.0,81.0,80.0,20.0,0.0,25.0,4.0
71.0,41.0,23.0,40.0,27.0,0.0,30.0,5.0
146.0,59.0,23.0,46.0,66.0,0.0,15.0,6.0
103.0,69.0,90.0,88.0,5.0,0.0,29.0,8.0
124.0,53.0,66.0,78.0,0.0,0.0,16.0,5.0
164.0,70.0,71.0,58.0,24.0,0.0,7.0,13.0
138.0,69.0,35.0,57.0,12.0,0.0,10.0,9.0
126.0,67.0,37.0,46.0,13.0,0.0,10.0,39.0
103.0,61.0,47.0,65.0,3.0,0.0,17.0,4.0
95.0,75.0,64.0,52.0,41.0,0.0,11.0,3.0
200.0,39.0,28.0,77.0,4.0,0.0,6.0,29.0
129.0,86.0,75.0,52.0,54.0,0.0,10.0,4.0
98.0,68.0,33.0,43.0,38.0,0.0,36.0,14.0
107.0,91.0,32.0,56.0,3.0,0.0,11.0,10.0
174.0,58.0,56.0,83.0,5.0,0.0,7.0,4.0
92.0,45.0,27.0,67.0,32.0,0.0,13.0,14.0
90.0,81.0,59.0,83.0,9.0,0.0,11.0,5.0
147.0,60.0,58.0,69.0,2.0,0.0,58.0,4.0
143.0,68.0,41.0,55.0,16.0,0.0,10.0,12.0
101.0,76.0,63.0,71.0,3.0,0.0,10.0,3.0
118.0,70.0,54.0,71.0,0.0,0.0,33.0,4.0
98.0,83.0,63.0,74.0,14.0,0.0,16.0,6.0
138.0,72.0,22.0,46.0,24.0,0.0,9.0,6.0
114.0,59.0,30.0,62.0,1.0,0.0,8.0,4.0
180.0,63.0,45.0,64.0,34.0,0.0,9.0,8.0
145.0,56.0,41.0,57.0,1.0,0.0,13.0,3.0
115.0,78.0,63.0,64.0,1.0,0.0,7.0,4.0
82.0,79.0,48.0,84.0,13.0,0.0,21.0,23.0
166.0,70.0,22.0,61.0,2.0,0.0,10.0,34.0
92.0,86.0,91.0,79.0,29.0,0.0,60.0,16.0
108.0,71.0,55.0,44.0,74.0,0.0,11.0,6.0
84.0,71.0,63.0,45.0,45.0,0.0,11.0,3.0
95.0,69.0,90.0,91.0,6.0,0.0,35.0,4.0
135.0,93.0,77.0,45.0,25.0,0.0,13.0,27.0
110.0,57.0,6.0,27.0,84.0,0.0,9.0,3.0
88.0,89.0,59.0,64.0,5.0,0.0,19.0,7.0
119.0,87.0,28.0,50.0,12.0,0.0,10.0,10.0
120.0,58.0,71.0,80.0,15.0,0.0,7.0,41.0
122.0,86.0,97.0,80.0,36.0,0.0,9.0,6.0
98.0,78.0,83.0,75.0,41.0,0.0,27.0,8.0
140.0,45.0,25.0,84.0,21.0,0.0,13.0,6.0
116.0,79.0,87.0,81.0,4.0,0.0,10.0,4.0
124.0,86.0,62.0,49.0,51.0,0.0,35.0,21.0
105.0,91.0,73.0,72.0,13.0,0.0,9.0,15.0
118.0,68.0,24.0,58.0,44.0,0.0,6.0,3.0
108.0,61.0,20.0,38.0,61.0,0.0,10.0,5.0
100.0,61.0,53.0,38.0,84.0,0.0,28.0,44.0
140.0,81.0,39.0,66.0,38.0,0.0,12.0,14.0
101.0,78.0,40.0,74.0,36.0,0.0,17.0,27.0
78.0,56.0,61.0,90.0,36.0,0.0,18.0,31.0
93.0,79.0,22.0,55.0,31.0,0.0,12.0,5.0
87.0,52.0,32.0,83.0,24.0,0.0,17.0,43.0
153.0,55.0,50.0,78.0,19.0,0.0,11.0,35.0
142.0,87.0,93.0,59.0,28.0,0.0,17.0,5.0
96.0,85.0,41.0,43.0,39.0,0.0,12.0,21.0
125.0,50.0,39.0,78.0,4.0,0.0,11.0,33.0
85.0,71.0,43.0,65.0,23.0,0.0,9.0,5.0
140.0,92.0,78.0,57.0,46.0,0.0,14.0,9.0
196.0,66.0,58.0,79.0,23.0,0.0,22.0,20.0
134.0,78.0,51.0,43.0,69.0,0.0,14.0,9.0
103.0,80.0,45.0,62.0,76.0,0.0,10.0,38.0
130.0,82.0,50.0,67.0,12.0,0.0,13.0,5.0
108.0,65.0,52.0,69.0,31.0,0.0,8.0,36.0
123.0,61.0,66.0,71.0,53.0,0.0,32.0,46.0
152.0,84.0,74.0,69.0,21.0,0.0,18.0,6.0
108.0,78.0,55.0,60.0,59.0,0.0,7.0,4.0
72.0,56.0,56.0,47.0,76.0,0.0,8.0,36.0
121.0,86.0,67.0,65.0,42.0,0.0,35.0,7.0
138.0,57.0,71.0,82.0,19.0,0.0,15.0,29.0
188.0,50.0,41.0,50.0,69.0,0.0,12.0,6.0
110.0,80.0,26.0,85.0,23.0,0.0,11.0,21.0
105.0,81.0,77.0,79.0,19.0,0.0,47.0,8.0
118.0,63.0,60.0,70.0,5.0,0.0,9.0,31.0
176.0,61.0,24.0,62.0,60.0,0.0,24.0,31.0
158.0,83.0,41.0,65.0,0.0,10.0,11.0,8.0
115.0,85.0,72.0,58.0,9.0,0.0,49.0,12.0
110.0,51.0,48.0,82.0,0.0,0.0,5.0,3.0
174.0,73.0,26.0,54.0,30.0,0.0,34.0,32.0
130.0,91.0,91.0,96.0,3.0,0.0,3.0,9.0
78.0,36.0,30.0,54.0,34.0,0.0,14.0,5.0
104.0,44.0,74.0,42.0,88.0,0.0,9.0,9.0
121.0,64.0,80.0,88.0,0.0,0.0,12.0,6.0
105.0,83.0,32.0,82.0,14.0,0.0,12.0,4.0
81.0,38.0,20.0,66.0,9.0,0.0,9.0,8.0
170.0,37.0,14.0,24.0,80.0,0.0,11.0,4.0
78.0,43.0,60.0,38.0,76.0,1.0,48.0,38.0
125.0,88.0,28.0,66.0,6.0,0.0,13.0,31.0
92.0,66.0,29.0,65.0,23.0,0.0,8.0,7.0
140.0,84.0,61.0,42.0,31.0,0.0,9.0,9.0
96.0,61.0,32.0,90.0,25.0,0.0,10.0,9.0
118.0,66.0,83.0,43.0,84.0,0.0,19.0,19.0
92.0,71.0,67.0,60.0,7.0,0.0,6.0,4.0
140.0,49.0,50.0,37.0,87.0,0.0,11.0,35.0
174.0,68.0,45.0,71.0,18.0,0.0,11.0,25.0
127.0,77.0,53.0,78.0,19.0,0.0,29.0,4.0
96.0,71.0,37.0,52.0,62.0,0.0,11.0,36.0
150.0,82.0,82.0,66.0,13.0,0.0,11.0,6.0
100.0,87.0,46.0,60.0,1.0,0.0,13.0,16.0
105.0,73.0,59.0,81.0,13.0,0.0,9.0,6.0
104.0,86.0,43.0,62.0,5.0,0.0,13.0,14.0
154.0,54.0,45.0,79.0,1.0,0.0,17.0,5.0
80.0,47.0,33.0,83.0,18.0,0.0,10.0,5.0
150.0,53.0,14.0,43.0,64.0,0.0,13.0,3.0
156.0,32.0,49.0,72.0,0.0,0.0,9.0,4.0
98.0,76.0,79.0,81.0,18.0,0.0,6.0,34.0
92.0,58.0,27.0,36.0,86.0,0.0,9.0,3.0
144.0,47.0,7.0,50.0,32.0,0.0,7.0,4.0
150.0,37.0,27.0,56.0,8.0,0.0,13.0,3.0
138.0,70.0,31.0,44.0,84.0,0.0,9.0,39.0
172.0,56.0,68.0,89.0,4.0,0.0,33.0,19.0
77.0,72.0,70.0,82.0,2.0,0.0,4.0,17.0
107.0,72.0,36.0,72.0,26.0,6.0,11.0,4.0
114.0,51.0,39.0,29.0,90.0,0.0,10.0,4.0
117.0,63.0,29.0,51.0,43.0,0.0,25.0,4.0
146.0,69.0,63.0,45.0,48.0,0.0,18.0,4.0
160.0,80.0,74.0,60.0,8.0,0.0,14.0,26.0
120.0,88.0,15.0,56.0,1.0,0.0,8.0,6.0
100.0,82.0,76.0,70.0,16.0,0.0,8.0,5.0
158.0,60.0,68.0,84.0,4.0,0.0,24.0,11.0
142.0,56.0,40.0,54.0,72.0,0.0,10.0,4.0
170.0,80.0,77.0,85.0,11.0,0.0,17.0,14.0
84.0,71.0,39.0,86.0,2.0,0.0,51.0,25.0
139.0,58.0,30.0,46.0,14.0,0.0,9.0,3.0
151.0,73.0,88.0,67.0,20.0,0.0,32.0,5.0
128.0,82.0,42.0,75.0,6.0,0.0,63.0,6.0
118.0,56.0,20.0,54.0,67.0,0.0,6.0,5.0
183.0,65.0,88.0,72.0,36.0,14.0,20.0,3.0
83.0,63.0,29.0,62.0,4.0,0.0,18.0,4.0
122.0,85.0,42.0,80.0,6.0,0.0,17.0,14.0
165.0,72.0,90.0,48.0,32.0,0.0,18.0,23.0
106.0,83.0,90.0,64.0,35.0,5.0,9.0,4.0
77.0,81.0,68.0,58.0,83.0,0.0,11.0,34.0
91.0,57.0,30.0,89.0,10.0,0.0,33.0,8.0
148.0,51.0,21.0,63.0,5.0,0.0,41.0,3.0
114.0,71.0,90.0,81.0,31.0,2.0,13.0,3.0
120.0,91.0,63.0,77.0,12.0,1.0,10.0,5.0
92.0,83.0,56.0,82.0,10.0,0.0,9.0,5.0
118.0,56.0,25.0,45.0,1.0,3.0,7.0,3.0
123.0,60.0,46.0,71.0,3.0,0.0,16.0,4.0
89.0,52.0,28.0,48.0,54.0,1.0,19.0,3.0
110.0,81.0,61.0,93.0,49.0,0.0,12.0,11.0
118.0,42.0,32.0,20.0,94.0,0.0,11.0,4.0
90.0,68.0,54.0,76.0,21.0,0.0,11.0,20.0
130.0,49.0,14.0,40.0,82.0,0.0,11.0,3.0
154.0,70.0,97.0,62.0,47.0,0.0,10.0,4.0
105.0,54.0,59.0,83.0,0.0,44.0,20.0,4.0
115.0,70.0,87.0,88.0,4.0,0.0,26.0,8.0
110.0,91.0,59.0,82.0,8.0,0.0,6.0,8.0
125.0,51.0,5.0,68.0,12.0,2.0,15.0,6.0
102.0,73.0,62.0,75.0,0.0,0.0,34.0,8.0
120.0,81.0,72.0,65.0,4.0,0.0,14.0,4.0
97.0,80.0,36.0,86.0,4.0,0.0,3.0,5.0
140.0,44.0,41.0,92.0,0.0,0.0,44.0,7.0
97.0,78.0,31.0,72.0,1.0,0.0,11.0,4.0
125.0,45.0,67.0,90.0,9.0,11.0,10.0,5.0
88.0,80.0,55.0,56.0,13.0,0.0,8.0,9.0
137.0,88.0,8.0,49.0,9.0,0.0,9.0,14.0
157.0,88.0,52.0,69.0,0.0,0.0,8.0,23.0
